customer_id,name,email,date_of_birth,loyalty_level_id,points_balance
239,Customer_239,customer239@example.com,2010-12-18,2,1622
240,Customer_240,customer240@example.com,1976-05-18,5,315
241,Customer_241,customer241@example.com,1996-01-21,1,297
242,Customer_242,customer242@example.com,2002-03-27,1,4283
243,Customer_243,customer243@example.com,1972-10-31,5,3383
244,Customer_244,customer244@example.com,1987-08-31,5,4453
245,Customer_245,customer245@example.com,2012-04-16,1,276
246,Customer_246,customer246@example.com,2017-12-06,2,877
247,Customer_247,customer247@example.com,1993-11-10,1,4185
248,Customer_248,customer248@example.com,1980-03-23,5,2147
249,Customer_249,customer249@example.com,2003-12-27,3,4136
250,Customer_250,customer250@example.com,1978-04-13,2,689
251,Customer_251,customer251@example.com,1995-06-05,4,472
252,Customer_252,customer252@example.com,1984-01-25,4,2575
253,Customer_253,customer253@example.com,2011-07-13,3,4844
254,Customer_254,customer254@example.com,2018-05-09,3,4372
255,Customer_255,customer255@example.com,1981-01-08,4,4447
256,Customer_256,customer256@example.com,2018-01-20,3,1927
257,Customer_257,customer257@example.com,2005-05-28,5,3327
258,Customer_258,customer258@example.com,2014-08-09,4,710
259,Customer_259,customer259@example.com,2007-02-24,3,3077
260,Customer_260,customer260@example.com,2015-07-04,5,3819
261,Customer_261,customer261@example.com,2012-11-20,3,2244
262,Customer_262,customer262@example.com,1989-12-22,5,607
263,Customer_263,customer263@example.com,1977-11-16,4,3279
264,Customer_264,customer264@example.com,1977-07-13,5,4781
265,Customer_265,customer265@example.com,2016-07-08,1,3337
266,Customer_266,customer266@example.com,2010-04-21,4,2804
267,Customer_267,customer267@example.com,1993-09-08,3,2102
268,Customer_268,customer268@example.com,2002-05-12,3,2705
269,Customer_269,customer269@example.com,2001-11-03,4,1807
270,Customer_270,customer270@example.com,1996-02-17,2,2054
271,Customer_271,customer271@example.com,1991-07-02,2,1182
272,Customer_272,customer272@example.com,2002-10-04,4,1053
273,Customer_273,customer273@example.com,1971-11-16,5,1462
274,Customer_274,customer274@example.com,2004-02-19,3,1317
275,Customer_275,customer275@example.com,1970-09-22,5,4218
276,Customer_276,customer276@example.com,2000-02-29,1,1213
277,Customer_277,customer277@example.com,1998-04-19,3,3000
278,Customer_278,customer278@example.com,1975-08-06,4,1764
279,Customer_279,customer279@example.com,1998-11-25,2,2995
280,Customer_280,customer280@example.com,1988-02-20,5,2230
281,Customer_281,customer281@example.com,1973-04-08,5,2482
282,Customer_282,customer282@example.com,1993-02-14,4,3385
283,Customer_283,customer283@example.com,2017-12-08,3,3973
284,Customer_284,customer284@example.com,1992-03-29,1,1713
285,Customer_285,customer285@example.com,1986-04-12,3,3411
286,Customer_286,customer286@example.com,2008-05-27,3,1977
287,Customer_287,customer287@example.com,1980-08-22,5,3812
288,Customer_288,customer288@example.com,1986-10-03,2,4355
289,Customer_289,customer289@example.com,2011-05-16,5,4838
290,Customer_290,customer290@example.com,2015-06-05,3,2381
291,Customer_291,customer291@example.com,1984-09-27,5,643
292,Customer_292,customer292@example.com,1979-10-05,5,1901
293,Customer_293,customer293@example.com,2004-04-16,4,647
294,Customer_294,customer294@example.com,1999-02-20,1,4270
295,Customer_295,customer295@example.com,1999-06-26,4,2392
296,Customer_296,customer296@example.com,2007-03-07,3,1788
297,Customer_297,customer297@example.com,1979-01-03,5,2049
298,Customer_298,customer298@example.com,1983-03-23,1,3374
299,Customer_299,customer299@example.com,2009-05-04,1,4849
300,Customer_300,customer300@example.com,1997-12-27,4,3417
301,Customer_301,customer301@example.com,1991-02-18,3,588
302,Customer_302,customer302@example.com,1974-04-16,2,871
303,Customer_303,customer303@example.com,1999-12-22,2,4172
304,Customer_304,customer304@example.com,1972-11-20,4,3455
305,Customer_305,customer305@example.com,1990-10-15,3,4504
306,Customer_306,customer306@example.com,1995-05-24,2,4816
307,Customer_307,customer307@example.com,1998-09-18,4,2190
308,Customer_308,customer308@example.com,1976-03-18,1,4002
309,Customer_309,customer309@example.com,1979-11-27,5,2734
310,Customer_310,customer310@example.com,1978-02-26,2,1256
311,Customer_311,customer311@example.com,2015-12-25,1,4172
312,Customer_312,customer312@example.com,1974-01-02,3,636
313,Customer_313,customer313@example.com,1995-02-18,3,2158
314,Customer_314,customer314@example.com,2012-02-03,4,4648
315,Customer_315,customer315@example.com,1990-09-17,2,4817
316,Customer_316,customer316@example.com,1973-08-30,4,1170
317,Customer_317,customer317@example.com,2016-03-25,4,3927
318,Customer_318,customer318@example.com,1977-02-19,2,2033
319,Customer_319,customer319@example.com,2019-02-22,5,4357
320,Customer_320,customer320@example.com,1988-12-19,5,3130
321,Customer_321,customer321@example.com,1977-11-22,1,1758
322,Customer_322,customer322@example.com,1996-03-31,3,2956
323,Customer_323,customer323@example.com,1998-02-05,4,1884
324,Customer_324,customer324@example.com,2001-09-12,2,580
325,Customer_325,customer325@example.com,1975-03-01,1,3405
326,Customer_326,customer326@example.com,1975-06-12,5,4333
327,Customer_327,customer327@example.com,2008-04-06,5,4987
328,Customer_328,customer328@example.com,1993-07-09,1,3262
329,Customer_329,customer329@example.com,2004-06-05,1,2408
330,Customer_330,customer330@example.com,1983-07-08,4,1671
331,Customer_331,customer331@example.com,1995-09-11,4,3046
332,Customer_332,customer332@example.com,1995-09-16,1,406
333,Customer_333,customer333@example.com,1993-07-02,4,2024
334,Customer_334,customer334@example.com,1984-11-22,2,405
335,Customer_335,customer335@example.com,1971-04-14,3,1660
336,Customer_336,customer336@example.com,2009-03-04,4,2678
337,Customer_337,customer337@example.com,1979-01-01,1,4764
338,Customer_338,customer338@example.com,2013-01-03,2,3851
339,Customer_339,customer339@example.com,1999-03-31,4,3212
340,Customer_340,customer340@example.com,2002-02-05,3,4251
341,Customer_341,customer341@example.com,1983-05-11,2,4791
342,Customer_342,customer342@example.com,1985-02-07,3,747
343,Customer_343,customer343@example.com,1973-11-29,4,4202
344,Customer_344,customer344@example.com,2012-07-31,1,2870
345,Customer_345,customer345@example.com,2005-08-07,1,4130
346,Customer_346,customer346@example.com,2004-03-27,1,954
347,Customer_347,customer347@example.com,1979-05-20,5,931
348,Customer_348,customer348@example.com,1991-08-04,4,4959
349,Customer_349,customer349@example.com,2014-04-09,2,1642
350,Customer_350,customer350@example.com,1979-03-20,5,3736
351,Customer_351,customer351@example.com,2014-10-01,5,3394
352,Customer_352,customer352@example.com,1970-04-29,2,2077
353,Customer_353,customer353@example.com,2019-02-01,5,3244
354,Customer_354,customer354@example.com,2001-12-17,2,2088
355,Customer_355,customer355@example.com,1993-05-03,2,4189
356,Customer_356,customer356@example.com,2017-07-25,2,2717
357,Customer_357,customer357@example.com,1990-04-22,4,1245
358,Customer_358,customer358@example.com,2016-02-05,3,3658
359,Customer_359,customer359@example.com,1980-08-01,4,3689
360,Customer_360,customer360@example.com,1975-01-08,3,838
361,Customer_361,customer361@example.com,1974-03-18,4,327
362,Customer_362,customer362@example.com,2006-11-25,3,3858
363,Customer_363,customer363@example.com,2016-04-25,5,1049
364,Customer_364,customer364@example.com,2001-06-10,5,3723
365,Customer_365,customer365@example.com,1989-12-04,4,1668
366,Customer_366,customer366@example.com,2010-11-28,1,2994
367,Customer_367,customer367@example.com,1977-07-04,2,309
368,Customer_368,customer368@example.com,1972-03-30,5,1549
369,Customer_369,customer369@example.com,1976-10-14,4,4478
370,Customer_370,customer370@example.com,1976-11-24,2,1943
371,Customer_371,customer371@example.com,1977-08-22,3,2252
372,Customer_372,customer372@example.com,2000-09-10,1,1
373,Customer_373,customer373@example.com,1977-07-17,2,2180
374,Customer_374,customer374@example.com,1996-02-27,3,890
375,Customer_375,customer375@example.com,1994-06-22,1,1773
376,Customer_376,customer376@example.com,2001-01-06,1,4052
377,Customer_377,customer377@example.com,1976-02-28,2,1477
378,Customer_378,customer378@example.com,2009-09-15,3,1751
379,Customer_379,customer379@example.com,1978-05-07,1,86
380,Customer_380,customer380@example.com,2007-06-23,5,3536
381,Customer_381,customer381@example.com,1997-06-15,3,1912
382,Customer_382,customer382@example.com,2001-05-11,5,1010
383,Customer_383,customer383@example.com,1977-09-04,3,323
384,Customer_384,customer384@example.com,1981-12-03,4,4495
385,Customer_385,customer385@example.com,1975-09-11,2,1610
386,Customer_386,customer386@example.com,2008-01-24,2,4171
387,Customer_387,customer387@example.com,1995-08-20,1,1417
388,Customer_388,customer388@example.com,1993-02-16,1,4784
389,Customer_389,customer389@example.com,2010-12-01,4,2266
390,Customer_390,customer390@example.com,1996-10-05,1,1201
391,Customer_391,customer391@example.com,1982-03-01,2,2898
392,Customer_392,customer392@example.com,2010-07-14,5,3233
393,Customer_393,customer393@example.com,1997-09-02,1,3462
394,Customer_394,customer394@example.com,1980-08-26,3,2785
395,Customer_395,customer395@example.com,1999-10-02,2,1347
396,Customer_396,customer396@example.com,2014-06-23,5,2562
397,Customer_397,customer397@example.com,1989-03-27,3,646
398,Customer_398,customer398@example.com,1978-05-01,2,4107
399,Customer_399,customer399@example.com,2005-09-22,5,2863
400,Customer_400,customer400@example.com,2013-09-16,4,2521
401,Customer_401,customer401@example.com,1986-11-16,5,913
402,Customer_402,customer402@example.com,1972-10-21,2,1930
403,Customer_403,customer403@example.com,2014-04-23,2,4597
404,Customer_404,customer404@example.com,2000-03-04,3,363
405,Customer_405,customer405@example.com,1973-02-09,3,2812
406,Customer_406,customer406@example.com,2011-07-27,1,1129
407,Customer_407,customer407@example.com,2003-04-08,4,584
408,Customer_408,customer408@example.com,1992-05-20,4,3832
409,Customer_409,customer409@example.com,2015-12-30,4,2016
410,Customer_410,customer410@example.com,2011-06-09,2,2345
411,Customer_411,customer411@example.com,2009-12-26,5,223
412,Customer_412,customer412@example.com,1985-07-31,1,4427
413,Customer_413,customer413@example.com,1997-08-14,2,285
414,Customer_414,customer414@example.com,2016-05-28,1,4186
415,Customer_415,customer415@example.com,2017-10-02,5,2759
416,Customer_416,customer416@example.com,2007-05-16,5,2789
417,Customer_417,customer417@example.com,2009-05-17,1,1846
418,Customer_418,customer418@example.com,1978-03-24,2,2097
419,Customer_419,customer419@example.com,2012-02-02,1,2630
420,Customer_420,customer420@example.com,2004-05-21,3,2246
421,Customer_421,customer421@example.com,2011-12-25,4,2519
422,Customer_422,customer422@example.com,2006-02-10,3,3826
423,Customer_423,customer423@example.com,2004-01-21,5,2804
424,Customer_424,customer424@example.com,1993-12-04,4,3268
425,Customer_425,customer425@example.com,2013-11-08,1,4434
426,Customer_426,customer426@example.com,1975-02-26,4,1086
427,Customer_427,customer427@example.com,1974-01-25,2,2533
428,Customer_428,customer428@example.com,1973-01-10,2,2803
429,Customer_429,customer429@example.com,2015-03-10,5,2178
430,Customer_430,customer430@example.com,1984-01-15,3,1971
431,Customer_431,customer431@example.com,1994-07-05,1,233
432,Customer_432,customer432@example.com,2016-02-10,4,1967
433,Customer_433,customer433@example.com,1977-04-01,3,1441
434,Customer_434,customer434@example.com,2004-11-21,4,167
435,Customer_435,customer435@example.com,2006-07-09,3,242
436,Customer_436,customer436@example.com,1974-06-24,4,4389
437,Customer_437,customer437@example.com,1988-01-01,1,4737
438,Customer_438,customer438@example.com,1989-10-26,2,529
439,Customer_439,customer439@example.com,2002-12-26,4,4003
440,Customer_440,customer440@example.com,2009-05-08,4,3287
441,Customer_441,customer441@example.com,1976-02-02,2,2139
442,Customer_442,customer442@example.com,2017-09-13,5,3375
443,Customer_443,customer443@example.com,2007-04-17,1,3900
444,Customer_444,customer444@example.com,1982-06-21,1,354
445,Customer_445,customer445@example.com,1992-11-12,2,1944
446,Customer_446,customer446@example.com,1974-04-06,2,1333
447,Customer_447,customer447@example.com,1977-01-19,1,4627
448,Customer_448,customer448@example.com,2018-06-01,1,1635
449,Customer_449,customer449@example.com,1998-05-29,4,4561
450,Customer_450,customer450@example.com,2008-08-17,2,933
451,Customer_451,customer451@example.com,2006-05-25,2,378
452,Customer_452,customer452@example.com,1997-05-12,4,90
453,Customer_453,customer453@example.com,2001-07-05,1,975
454,Customer_454,customer454@example.com,1972-04-11,1,2708
455,Customer_455,customer455@example.com,1977-01-05,4,1817
456,Customer_456,customer456@example.com,2001-04-20,5,3013
457,Customer_457,customer457@example.com,2011-05-12,4,2348
458,Customer_458,customer458@example.com,1996-09-23,5,4283
459,Customer_459,customer459@example.com,2011-03-17,5,4698
460,Customer_460,customer460@example.com,2007-08-19,3,1636
461,Customer_461,customer461@example.com,1979-07-08,1,2692
462,Customer_462,customer462@example.com,1998-12-25,1,4027
463,Customer_463,customer463@example.com,1982-04-12,1,2991
464,Customer_464,customer464@example.com,1992-06-01,2,4568
465,Customer_465,customer465@example.com,1988-03-05,1,1658
466,Customer_466,customer466@example.com,2019-02-25,4,2456
467,Customer_467,customer467@example.com,2003-02-16,1,4043
468,Customer_468,customer468@example.com,1984-02-06,2,4757
469,Customer_469,customer469@example.com,1972-05-26,4,4331
470,Customer_470,customer470@example.com,1992-07-08,4,2677
471,Customer_471,customer471@example.com,1984-01-27,3,781
472,Customer_472,customer472@example.com,1977-10-15,2,3136
473,Customer_473,customer473@example.com,1971-03-02,5,4176
474,Customer_474,customer474@example.com,1976-06-08,4,4859
475,Customer_475,customer475@example.com,2013-10-05,2,3703
476,Customer_476,customer476@example.com,1993-09-25,1,1011
477,Customer_477,customer477@example.com,1970-04-18,1,962
478,Customer_478,customer478@example.com,2008-01-28,3,2164
479,Customer_479,customer479@example.com,2014-03-28,4,1924
480,Customer_480,customer480@example.com,1987-05-17,5,2214
481,Customer_481,customer481@example.com,2018-05-01,2,3028
482,Customer_482,customer482@example.com,2009-09-12,4,2082
483,Customer_483,customer483@example.com,1979-12-26,2,4945
484,Customer_484,customer484@example.com,1979-12-10,1,3563
485,Customer_485,customer485@example.com,1979-10-16,4,1423
486,Customer_486,customer486@example.com,1992-07-15,1,1163
487,Customer_487,customer487@example.com,2007-01-03,4,1103
488,Customer_488,customer488@example.com,2010-07-10,1,4401
489,Customer_489,customer489@example.com,2018-10-27,1,4875
490,Customer_490,customer490@example.com,1984-01-21,3,2964
491,Customer_491,customer491@example.com,2010-12-26,5,1581
492,Customer_492,customer492@example.com,1992-06-26,5,2393
493,Customer_493,customer493@example.com,2015-01-21,1,3500
494,Customer_494,customer494@example.com,2010-06-26,2,539
495,Customer_495,customer495@example.com,2011-11-04,3,1379
496,Customer_496,customer496@example.com,1992-09-26,4,1174
497,Customer_497,customer497@example.com,1970-08-09,4,2848
498,Customer_498,customer498@example.com,1987-10-09,2,3923
499,Customer_499,customer499@example.com,1982-03-20,1,1575
500,Customer_500,customer500@example.com,1995-07-01,5,3642
501,Customer_501,customer501@example.com,1983-10-01,3,531
